bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
ANSURI_fem_1061,51.29,154.57,33.29,83.07,73.16,89.49,96.34,52.82,34.76,32.95,19.55,24.28,15.02,15.47,52.8,24.11,73.29,37.74,38.78,22.24,55.0
ANSURI_fem_1062,60.48,160.53,33.95,88.54,78.93,98.82,100.23,57.35,36.74,34.33,20.07,24.66,15.18,14.58,53.54,23.01,75.06,39.95,38.19,22.28,54.14
ANSURI_fem_1063,60.46,164.41,35.5,91.93,76.5,93.03,104.01,56.42,36.88,34.73,19.99,25.6,15.65,15.55,56.85,26.25,81.6,40.12,41.54,21.9,53.87
ANSURI_fem_1064,71.02,166.87,37.01,97.32,88.91,99.58,110.74,61.16,39.15,36.15,20.2,25.93,15.67,17.02,55.27,25.03,81.56,40.25,42.65,24.89,55.79
ANSURI_fem_1065,42.34,154.48,32.35,77.86,64.02,82.6,91.43,47.81,31.02,28.76,17.54,21.73,13.63,13.6,50.62,22.59,74.46,37.31,37.62,20.29,54.17
ANSURI_fem_1066,71.0,170.16,35.84,93.19,72.72,102.8,106.61,62.37,40.8,37.65,22.78,27.09,15.84,15.36,55.95,23.69,79.17,41.71,40.16,23.69,56.38
ANSURI_fem_1067,45.84,156.37,33.44,76.19,67.12,83.9,96.35,49.54,32.7,31.54,18.37,23.5,14.19,14.75,55.65,25.75,77.03,36.94,38.91,19.72,52.02
ANSURI_fem_1068,61.32,154.79,35.69,91.67,78.04,96.32,101.46,58.29,39.41,38.19,21.6,25.08,14.59,13.65,53.07,23.01,73.48,37.55,38.56,25.01,53.63
ANSURI_fem_1069,53.16,148.91,34.41,85.22,79.33,93.07,101.93,55.37,36.62,32.7,17.91,24.55,14.34,15.15,51.63,22.77,71.14,34.4,37.37,21.81,54.04
ANSURI_fem_1070,55.04,159.91,33.09,85.33,72.57,92.36,97.12,56.11,36.6,34.57,19.69,23.15,14.25,14.36,50.69,22.02,75.78,39.97,38.15,21.46,54.07
ANSURI_fem_1071,46.41,147.2,32.4,82.61,68.73,88.4,97.3,51.63,33.82,31.93,17.8,22.28,13.29,14.46,46.98,20.7,67.66,36.16,34.36,22.06,50.31
ANSURI_fem_1072,60.63,157.46,35.41,91.03,78.49,95.69,101.97,59.86,36.59,35.23,20.09,25.67,14.66,13.79,53.92,24.79,75.5,35.98,39.87,23.86,56.0
ANSURI_fem_1073,71.6,161.91,36.64,96.93,92.09,104.08,108.6,61.44,37.77,36.89,20.29,26.58,15.69,15.47,53.93,24.28,78.63,42.09,42.85,26.7,56.03
ANSURI_fem_1074,68.33,173.1,36.38,94.94,78.3,99.89,106.6,57.97,36.78,35.45,20.14,25.38,15.46,15.42,58.61,25.56,84.97,41.53,44.52,24.04,55.07
ANSURI_fem_1075,64.67,156.09,35.05,90.37,76.65,101.24,98.86,64.43,41.5,38.28,21.14,26.7,15.45,14.78,51.27,22.94,73.53,37.21,37.59,24.17,54.84
ANSURI_fem_1076,61.76,148.81,36.91,101.13,86.11,97.22,109.58,57.84,36.55,36.41,18.99,25.45,14.24,15.32,48.65,21.18,67.9,35.94,37.0,26.24,52.29
ANSURI_fem_1077,71.51,156.11,36.66,102.57,98.67,105.67,107.28,62.63,38.6,36.86,20.05,25.22,15.11,13.23,55.25,24.55,76.46,35.98,39.38,27.54,56.07
ANSURI_fem_1078,56.46,174.57,34.72,82.26,71.14,89.08,99.72,51.82,35.0,31.92,19.11,25.16,15.08,16.27,58.36,26.5,86.53,43.52,45.19,21.76,55.28
ANSURI_fem_1079,75.88,177.24,38.15,96.08,83.16,100.45,108.0,62.01,41.18,37.35,21.77,26.88,16.71,15.71,61.0,28.38,90.76,40.74,47.34,25.17,55.89
ANSURI_fem_1080,42.75,149.07,31.87,77.58,66.34,82.89,89.22,49.41,33.47,31.41,18.07,22.95,13.62,13.66,51.65,22.99,71.99,36.04,37.29,20.49,52.17
ANSURI_fem_1081,64.97,166.43,34.21,93.72,73.59,100.67,99.45,60.58,38.64,35.07,20.19,24.43,15.31,14.16,52.35,22.58,79.21,39.38,41.12,25.5,53.61
ANSURI_fem_1082,56.47,166.63,34.4,83.61,70.66,89.11,103.04,53.52,36.42,34.75,20.04,25.38,15.33,16.79,57.71,26.7,83.69,39.83,42.45,21.39,55.17
ANSURI_fem_1083,60.46,159.79,36.2,90.96,72.33,96.86,101.17,57.62,36.47,35.44,19.42,26.63,15.12,13.72,53.46,24.5,76.29,38.38,39.85,23.97,56.02
ANSURI_fem_1084,56.1,158.05,33.71,83.29,69.35,96.29,99.66,57.59,36.78,34.22,18.88,24.85,14.36,14.62,53.8,24.28,77.49,36.75,40.15,21.53,54.79
ANSURI_fem_1085,68.18,156.72,37.37,95.26,84.63,104.65,103.46,63.86,38.57,36.73,21.65,24.75,15.55,12.87,51.94,21.83,73.31,35.79,38.9,26.05,54.31
ANSURI_fem_1086,54.62,160.13,35.26,87.05,76.27,91.26,98.67,53.78,34.36,31.95,19.29,24.1,15.15,14.5,51.09,23.57,78.23,36.72,39.27,23.29,54.03
ANSURI_fem_1087,60.24,162.92,35.47,90.38,77.23,92.68,102.68,56.09,36.98,34.64,19.6,25.85,15.7,15.77,57.13,26.2,81.57,37.47,43.35,24.52,55.74
ANSURI_fem_1088,60.74,169.36,37.47,87.87,74.86,91.53,101.94,54.77,35.98,36.75,20.94,26.0,15.87,14.84,52.31,23.29,80.21,42.02,40.18,21.59,54.88
ANSURI_fem_1089,64.34,160.39,36.87,92.98,83.21,97.74,106.5,57.68,37.47,35.49,20.2,25.97,15.15,14.48,51.37,22.36,74.05,40.1,38.87,24.2,55.02
ANSURI_fem_1090,68.13,159.17,36.6,98.21,81.69,100.16,108.37,60.98,39.61,37.61,21.33,26.96,15.65,14.74,51.44,21.71,73.56,38.71,37.58,25.81,54.82
ANSURI_fem_1091,63.9,158.07,35.89,93.85,78.15,99.1,105.87,60.06,37.94,37.2,20.82,25.17,14.79,14.21,52.79,21.66,75.73,37.42,41.13,24.65,52.03
ANSURI_fem_1092,65.68,162.52,36.04,99.17,76.3,97.37,104.28,58.13,38.31,36.7,21.84,24.89,15.54,14.25,55.75,24.66,78.53,40.15,40.98,26.46,55.59
ANSURI_fem_1093,54.94,159.03,34.03,89.33,76.32,89.04,102.12,54.27,35.04,33.74,20.46,24.38,14.42,14.63,52.3,22.7,77.43,38.49,38.76,22.11,52.65
ANSURI_fem_1094,59.24,159.61,35.38,86.67,71.58,96.94,98.22,59.2,37.85,34.86,20.38,25.93,15.12,13.75,53.21,23.95,78.08,36.85,40.57,22.89,53.72
ANSURI_fem_1095,67.91,162.78,37.04,95.96,89.97,102.58,108.5,59.91,36.66,33.92,19.13,26.72,15.07,14.18,56.22,25.31,82.55,35.46,43.33,25.31,55.47
ANSURI_fem_1096,66.51,177.43,38.24,92.44,73.55,94.61,107.02,56.26,36.79,36.35,20.93,25.07,15.27,14.23,59.74,25.49,88.87,41.23,45.86,23.1,55.72
ANSURI_fem_1097,65.62,159.62,34.84,92.53,78.84,101.27,101.93,62.92,40.67,36.73,20.44,25.06,14.71,14.33,51.7,22.82,75.22,37.59,38.51,24.55,54.78
ANSURI_fem_1098,58.27,153.81,35.15,91.15,80.62,93.84,105.01,56.28,35.9,33.93,20.06,25.88,15.68,15.28,51.63,23.3,73.62,38.18,38.39,24.34,53.88
ANSURI_fem_1099,68.28,176.66,35.68,89.37,83.34,98.35,105.16,58.47,38.13,34.18,20.47,26.11,15.71,15.18,61.63,27.51,90.0,39.37,46.65,22.48,53.25
ANSURI_fem_1100,49.5,150.82,33.71,83.25,69.68,87.64,94.59,54.52,36.05,34.86,20.44,23.68,14.3,14.05,49.55,22.35,72.57,34.67,35.8,21.66,53.43
ANSURI_fem_1101,73.98,162.85,38.9,105.96,90.79,100.6,112.88,61.75,38.73,35.49,20.0,26.51,15.98,15.04,56.07,24.3,76.82,39.04,40.16,28.4,56.87
ANSURI_fem_1102,63.02,161.55,37.25,93.08,80.07,95.22,104.23,56.89,38.09,34.43,20.45,26.23,15.69,14.09,59.91,26.39,79.44,36.11,39.48,25.05,55.52
ANSURI_fem_1103,54.28,151.51,36.66,90.07,79.67,92.45,101.17,55.96,34.85,33.14,18.24,23.86,14.15,13.76,51.61,23.93,74.82,34.47,37.4,23.16,52.33
ANSURI_fem_1104,58.54,157.25,35.55,88.65,78.0,97.04,104.06,55.92,35.88,33.91,19.07,24.83,14.17,14.87,50.05,21.87,73.91,39.15,38.22,23.12,53.35
ANSURI_fem_1105,51.44,160.45,33.46,77.73,67.29,91.82,95.27,54.81,35.11,32.51,19.35,24.95,14.41,14.87,52.28,23.53,77.02,38.45,38.11,19.81,53.22
ANSURI_fem_1106,58.51,153.48,35.59,90.96,80.78,98.18,100.54,57.4,36.21,34.33,19.52,25.73,14.7,14.57,50.87,22.34,72.13,35.29,38.6,23.37,52.94
ANSURI_fem_1107,51.19,160.24,33.87,83.39,69.92,88.17,93.86,52.81,33.7,32.68,19.26,23.39,14.55,13.13,52.36,23.09,75.12,39.65,38.22,21.53,54.83
ANSURI_fem_1108,63.04,160.93,38.38,94.73,85.73,95.61,105.23,58.21,35.64,33.14,19.38,25.2,14.56,14.35,56.11,24.61,79.38,35.11,41.32,25.47,56.97
ANSURI_fem_1109,61.64,160.04,35.53,87.27,78.6,98.87,99.69,59.46,38.27,35.85,20.97,24.96,14.99,13.56,53.32,22.93,77.6,36.92,40.36,22.56,54.75
ANSURI_fem_1110,51.87,154.15,34.73,82.46,70.46,93.01,96.35,55.25,35.55,32.22,18.88,22.93,14.66,14.31,49.93,21.31,71.13,38.94,36.29,20.46,54.0
ANSURI_fem_1111,44.44,153.7,32.51,78.68,65.31,83.13,93.5,50.39,32.23,32.65,18.36,22.76,13.88,13.67,49.83,21.65,71.26,39.35,36.12,18.73,52.08
ANSURI_fem_1112,67.4,173.2,35.0,87.42,80.18,101.31,100.19,60.37,38.3,36.09,20.83,25.41,14.83,14.62,57.92,25.1,87.29,38.85,45.72,22.49,56.94
ANSURI_fem_1113,55.65,161.76,35.34,83.86,69.83,91.51,100.86,54.17,36.41,33.99,20.19,25.34,15.8,15.72,52.89,24.56,78.43,38.64,39.19,21.84,55.87
ANSURI_fem_1114,70.78,168.98,36.09,90.75,82.36,103.56,102.6,63.67,39.3,37.43,20.89,25.49,14.68,14.08,59.09,26.46,84.91,38.21,43.93,24.72,55.77
ANSURI_fem_1115,57.88,161.94,34.86,89.26,75.77,92.9,96.6,56.12,36.91,33.53,20.14,25.11,15.08,14.29,54.21,24.66,77.98,39.99,40.99,23.28,52.52
ANSURI_fem_1116,49.62,156.25,32.62,79.66,65.42,91.85,95.2,53.08,33.86,34.25,19.07,22.7,13.69,15.04,52.93,24.2,75.05,36.9,38.99,20.57,53.38
ANSURI_fem_1117,55.39,155.34,34.37,86.84,74.6,94.47,98.71,56.33,35.88,34.19,19.98,24.41,14.22,13.51,51.77,22.45,73.06,36.77,37.05,22.44,52.59
ANSURI_fem_1118,49.92,154.13,33.25,86.52,74.41,87.91,95.28,53.2,33.7,31.42,18.18,23.21,14.07,13.06,54.41,24.36,77.39,34.55,40.76,22.43,53.25
ANSURI_fem_1119,50.58,158.58,34.31,84.52,66.57,86.23,98.8,52.85,33.91,32.39,18.77,24.64,14.37,13.8,52.39,22.43,74.78,37.65,38.79,21.6,54.71
ANSURI_fem_1120,47.09,152.31,33.75,80.04,68.9,86.56,93.53,51.6,34.05,31.69,17.82,23.71,14.39,13.27,51.41,22.92,72.71,35.21,37.29,20.54,54.97
ANSURI_fem_1121,82.55,164.1,38.06,100.67,94.38,111.57,112.05,70.3,43.76,38.93,21.42,26.28,15.31,15.01,55.34,23.42,78.01,39.01,40.55,26.46,55.09
ANSURI_fem_1122,66.29,164.48,36.94,90.47,78.3,100.31,107.19,59.03,38.49,37.23,20.68,26.74,15.13,14.79,56.32,24.09,82.45,36.88,42.88,23.98,54.79
ANSURI_fem_1123,55.67,156.87,34.86,89.78,77.35,93.91,102.09,54.83,33.76,31.52,17.43,25.16,14.39,14.09,53.75,23.85,76.04,36.6,39.11,23.56,53.63
ANSURI_fem_1124,56.62,164.28,35.22,87.45,73.5,91.13,99.3,54.73,34.85,32.99,19.59,24.55,15.15,13.1,55.69,24.37,81.81,38.12,40.99,23.29,54.02
ANSURI_fem_1125,72.76,152.83,39.32,101.89,98.0,104.08,109.14,63.38,41.83,37.86,22.13,27.33,16.13,13.95,50.77,21.33,70.43,36.74,37.78,27.34,54.8
ANSURI_fem_1126,52.34,156.06,34.28,86.05,71.81,88.9,97.51,53.45,36.04,33.05,19.16,25.03,14.8,14.26,50.8,22.15,73.43,39.07,37.63,21.5,53.65
ANSURI_fem_1127,68.5,161.79,37.41,96.03,80.86,97.82,106.93,62.19,40.13,36.97,21.68,27.31,16.4,14.85,54.25,24.41,74.94,38.86,38.86,24.66,57.48
ANSURI_fem_1128,75.39,172.73,37.07,95.35,81.73,105.4,107.16,62.81,40.79,38.49,21.42,25.58,15.31,15.62,56.43,23.93,80.9,42.81,42.59,24.66,55.57
ANSURI_fem_1129,60.01,157.13,36.53,90.4,83.54,98.9,100.56,56.61,36.44,33.3,19.61,24.07,14.62,13.67,51.38,23.14,75.61,36.8,38.62,23.47,54.9
ANSURI_fem_1130,52.99,160.02,34.87,81.33,70.2,90.21,98.67,53.16,36.21,32.55,19.75,23.9,15.17,14.81,53.74,23.41,77.95,36.79,40.28,21.88,53.36
ANSURI_fem_1131,67.88,163.77,36.48,92.46,81.95,101.78,106.21,60.08,39.04,35.99,21.85,25.99,15.87,15.31,54.23,23.05,76.55,41.49,38.46,23.75,54.12
ANSURI_fem_1132,71.61,169.87,38.02,91.35,79.91,102.45,103.5,64.03,39.25,38.17,21.87,25.2,14.9,15.29,55.02,24.81,80.76,40.79,42.54,24.46,58.67
ANSURI_fem_1133,53.49,154.37,33.39,90.2,73.61,93.8,96.47,56.07,34.33,32.23,18.97,22.39,13.5,13.26,51.14,22.18,74.11,36.38,38.32,24.01,51.33
ANSURI_fem_1134,57.39,161.97,35.67,92.56,73.74,90.61,102.86,54.44,33.91,33.13,20.05,25.68,15.19,14.36,55.09,23.53,79.1,38.02,41.72,24.16,54.19
ANSURI_fem_1135,55.65,166.95,35.92,83.12,69.6,90.32,97.0,54.72,35.63,33.22,20.7,24.64,15.88,13.43,53.76,23.22,80.7,39.52,40.74,20.8,54.57
ANSURI_fem_1136,77.61,176.45,37.04,89.99,83.27,107.39,107.15,65.14,41.01,37.92,21.85,26.4,16.66,15.45,62.8,28.3,88.52,42.52,44.71,22.74,54.59
ANSURI_fem_1137,63.76,167.67,36.6,88.49,73.39,98.65,105.15,58.32,37.3,34.98,20.17,25.37,15.19,14.07,56.64,24.54,81.07,38.91,41.72,22.09,55.04
ANSURI_fem_1138,65.89,165.69,35.73,89.4,78.24,98.78,103.21,61.16,39.17,36.84,21.53,24.56,14.99,13.81,55.51,24.49,80.28,38.28,41.41,23.14,56.02
ANSURI_fem_1139,61.48,155.25,36.09,93.51,86.61,97.46,101.41,58.34,34.94,36.54,19.69,26.03,14.87,14.07,52.56,23.3,73.84,37.52,40.11,24.72,54.16
ANSURI_fem_1140,61.21,159.77,35.96,92.32,81.06,96.11,104.29,57.39,35.83,33.83,20.63,24.85,15.08,14.61,52.5,23.01,75.43,38.63,39.0,23.51,55.18
ANSURI_fem_1141,60.3,159.72,35.73,88.62,79.07,94.23,102.05,57.75,36.48,35.4,19.83,25.72,15.06,14.28,52.31,23.16,74.21,39.31,38.85,23.87,55.21
ANSURI_fem_1142,65.3,159.31,35.69,94.7,80.97,100.16,98.04,60.64,38.29,38.16,21.79,25.59,15.17,12.87,50.54,22.22,71.14,41.21,38.25,24.31,55.5
ANSURI_fem_1143,73.42,165.48,36.89,97.15,84.7,104.93,106.78,63.73,41.49,36.8,21.66,26.14,15.29,14.2,53.83,23.42,79.25,39.09,41.66,26.0,53.77
ANSURI_fem_1144,66.34,166.98,35.97,91.22,75.24,97.51,105.11,59.55,39.94,36.59,21.2,27.28,17.04,14.94,56.82,25.26,81.68,39.64,42.24,23.09,54.23
ANSURI_fem_1145,61.14,174.21,37.34,86.61,70.71,91.93,101.54,55.63,37.3,35.64,21.52,25.4,15.82,15.39,60.98,28.51,88.7,38.96,43.99,20.28,56.45
ANSURI_fem_1146,60.34,156.79,37.0,91.54,82.18,95.4,105.76,57.07,35.74,34.1,20.16,25.89,15.07,14.22,52.55,23.05,74.74,37.29,39.2,23.18,55.14
ANSURI_fem_1147,68.91,164.37,35.58,91.56,92.7,103.64,103.83,62.75,37.97,35.14,18.96,24.16,14.32,14.33,54.06,23.23,79.59,37.59,42.89,24.19,54.99
ANSURI_fem_1148,50.63,165.07,32.69,78.59,69.96,88.87,91.69,52.26,35.05,31.19,19.31,23.86,15.36,13.85,53.89,24.3,80.16,38.3,40.63,19.47,52.94
ANSURI_fem_1149,58.73,162.54,34.15,91.27,72.67,93.18,101.47,56.39,35.92,36.2,20.12,24.17,14.08,14.88,53.68,23.08,78.06,40.85,40.37,22.68,55.5
ANSURI_fem_1150,47.06,156.2,33.58,80.56,73.01,85.61,93.58,49.45,32.52,31.12,19.15,22.78,14.69,14.41,51.81,23.02,76.2,37.55,39.56,20.87,51.06
ANSURI_fem_1151,64.19,156.9,38.03,92.28,82.21,101.52,105.33,60.79,36.46,36.12,19.06,26.57,14.29,13.73,54.26,24.47,74.06,34.63,39.91,23.29,55.28
ANSURI_fem_1152,56.44,163.59,36.8,80.86,72.2,92.16,96.4,54.83,36.5,37.06,21.73,25.09,15.54,13.32,53.85,23.62,78.79,35.18,38.91,20.55,55.12
ANSURI_fem_1153,52.66,160.41,34.89,86.63,72.33,88.53,96.28,53.87,35.38,31.46,18.36,23.98,14.47,13.67,53.02,24.13,79.89,37.41,41.12,21.49,55.72
ANSURI_fem_1154,74.11,162.41,39.25,100.61,90.52,104.26,112.13,64.31,39.87,35.47,20.9,26.77,15.07,14.8,56.58,25.98,79.34,36.86,43.17,26.26,54.88
ANSURI_fem_1155,56.65,156.18,34.66,87.33,76.97,94.01,100.46,56.5,36.15,34.04,19.66,24.59,14.9,14.27,53.38,24.33,76.57,35.52,40.01,23.4,55.22
ANSURI_fem_1156,63.6,168.08,35.16,87.2,72.01,95.93,104.16,58.39,38.11,36.89,21.55,26.31,15.67,14.82,56.09,24.61,81.93,40.42,41.48,22.82,55.44
ANSURI_fem_1157,51.37,148.57,31.75,82.88,76.41,93.66,91.52,56.24,38.08,33.72,19.32,23.8,14.26,12.88,50.58,22.99,72.53,34.08,36.78,21.56,52.97
ANSURI_fem_1158,56.29,164.32,35.11,87.06,76.28,91.77,101.51,54.24,33.37,31.6,18.69,23.68,14.73,15.44,51.24,23.11,77.17,41.31,39.51,22.8,53.24
ANSURI_fem_1159,76.66,161.86,38.87,106.5,100.4,104.86,112.56,62.63,39.63,36.49,21.22,27.15,15.56,14.85,51.84,23.36,76.09,38.03,39.72,26.35,55.64
ANSURI_fem_1160,62.35,158.4,36.67,92.59,78.16,95.22,104.26,58.85,38.93,35.73,20.6,26.09,15.15,14.28,52.64,23.45,74.56,38.21,38.61,24.27,55.06
ANSURI_fem_1161,56.15,153.02,34.19,84.32,78.18,96.71,97.22,58.28,38.36,33.69,19.7,24.87,14.16,13.85,52.34,23.67,74.39,36.22,38.75,21.82,52.08
ANSURI_fem_1162,77.52,169.0,38.17,101.31,92.19,106.8,106.81,64.58,40.36,35.74,20.91,26.87,16.33,14.23,56.74,25.47,83.03,37.79,44.02,26.58,55.91
ANSURI_fem_1163,53.16,164.09,34.12,84.43,70.11,88.54,96.99,52.45,34.05,32.05,19.26,23.44,14.94,14.04,53.04,22.92,79.28,40.61,40.19,23.52,54.39
ANSURI_fem_1164,64.58,171.48,35.92,90.22,73.29,97.55,101.92,57.3,37.85,36.34,21.59,26.14,15.27,15.04,55.53,24.68,81.14,40.72,39.69,22.93,55.7
ANSURI_fem_1165,58.85,162.29,36.26,88.32,73.15,93.0,101.11,55.82,36.07,35.77,21.15,25.39,15.03,13.85,56.31,25.18,78.79,39.51,39.81,22.56,53.87
ANSURI_fem_1166,66.42,160.86,36.46,99.51,90.03,97.07,105.08,56.66,38.08,34.88,21.48,25.58,15.22,14.77,51.76,23.44,74.12,39.34,37.88,26.11,55.62
ANSURI_fem_1167,58.97,176.16,34.02,83.82,74.78,93.39,101.53,55.32,35.34,31.69,19.22,23.65,14.64,16.25,58.27,25.94,87.93,41.9,43.63,20.35,51.95
ANSURI_fem_1168,58.41,161.48,34.74,88.06,77.38,94.6,97.97,55.69,35.67,35.12,20.15,24.78,14.63,13.34,54.37,24.75,78.53,38.2,39.59,23.46,55.0
ANSURI_fem_1169,55.29,163.69,34.01,87.7,73.53,91.55,97.69,53.23,35.42,31.54,19.44,23.22,14.44,13.72,53.39,22.64,78.01,40.9,38.94,22.83,53.29
ANSURI_fem_1170,70.25,169.5,37.66,100.69,87.63,97.79,107.96,57.56,38.13,33.94,20.51,25.16,15.26,14.92,56.13,23.97,80.53,41.89,42.21,26.1,56.16
ANSURI_fem_1171,58.75,169.18,35.9,82.28,70.46,93.68,101.26,55.21,36.26,34.14,20.85,26.23,16.46,15.19,55.65,24.53,82.75,41.06,41.05,20.68,53.41
ANSURI_fem_1172,49.89,160.77,33.47,80.95,67.81,88.19,95.42,50.0,32.38,33.81,19.6,24.85,14.82,14.77,51.88,21.98,75.47,41.43,38.54,20.52,54.38
ANSURI_fem_1173,66.72,158.1,35.89,90.86,89.78,103.22,105.83,59.66,37.96,38.27,22.04,26.33,15.48,14.59,51.59,22.99,76.06,36.78,37.94,23.94,52.99
ANSURI_fem_1174,61.15,168.8,35.64,89.95,72.56,92.8,104.97,54.56,36.3,35.52,20.73,25.52,15.53,15.49,59.22,26.09,83.34,39.71,40.9,23.04,56.15
ANSURI_fem_1175,54.51,160.41,33.91,83.91,70.65,92.62,97.19,56.72,34.59,33.08,19.17,23.76,14.85,15.28,53.77,24.64,78.14,38.69,40.2,22.36,53.13
ANSURI_fem_1176,53.59,165.38,34.55,82.28,73.45,90.19,94.66,54.37,33.89,30.53,17.82,24.5,14.7,14.03,56.44,25.48,81.55,38.31,42.22,21.66,54.44
ANSURI_fem_1177,50.65,155.81,34.55,83.51,66.41,87.97,96.8,52.71,34.92,33.61,20.34,24.98,14.61,14.45,51.21,22.91,73.76,37.86,36.35,21.88,54.6
ANSURI_fem_1178,63.71,169.99,36.24,83.97,78.44,94.59,104.9,55.95,38.57,37.15,21.57,26.09,15.45,14.57,57.91,25.13,81.68,43.17,40.69,20.86,54.43
ANSURI_fem_1179,62.64,163.09,36.68,93.08,81.65,96.97,105.2,56.21,36.23,35.07,19.77,25.22,15.0,15.01,55.99,25.45,79.47,37.43,38.86,23.39,54.55
ANSURI_fem_1180,48.91,161.86,33.73,81.14,66.7,84.37,98.77,49.19,33.38,30.84,18.39,24.34,14.77,14.35,57.13,25.21,81.55,38.79,41.76,21.53,53.33
ANSURI_fem_1181,61.23,161.69,34.88,88.16,78.51,95.86,99.71,59.55,37.93,35.49,19.9,25.89,14.06,13.48,55.2,25.11,79.46,38.61,41.33,23.32,53.26
ANSURI_fem_1182,68.0,161.02,37.01,97.02,90.34,101.52,106.19,60.54,37.9,34.44,19.56,26.18,14.9,14.77,54.49,24.38,77.42,37.77,40.15,25.58,53.9
ANSURI_fem_1183,61.18,155.4,36.5,89.71,78.25,97.73,106.99,59.07,37.47,35.32,20.02,26.61,15.32,15.5,52.58,23.46,74.4,35.48,37.86,23.54,54.63
ANSURI_fem_1184,43.02,155.45,32.92,80.79,63.72,79.78,94.9,47.43,30.98,30.0,17.42,21.82,13.23,14.41,52.62,22.98,75.16,37.82,38.05,20.98,53.41
ANSURI_fem_1185,64.56,164.03,35.91,94.92,88.71,96.69,103.64,55.89,34.78,36.34,19.99,24.96,15.09,14.52,55.19,24.3,79.32,39.36,40.51,25.51,54.53
ANSURI_fem_1186,56.2,155.6,35.03,84.26,74.95,94.22,102.0,56.71,36.0,35.15,19.99,25.97,14.35,15.19,53.0,24.57,74.06,36.32,38.64,21.47,54.51
ANSURI_fem_1187,55.44,172.62,35.01,80.44,70.34,90.15,98.68,51.77,34.06,32.68,19.45,25.28,15.97,14.66,58.46,25.8,84.58,41.37,42.24,20.06,55.28
ANSURI_fem_1188,55.54,158.82,33.98,82.06,66.35,90.73,99.79,57.87,37.15,36.93,21.36,25.53,15.32,14.99,54.31,24.49,76.16,38.66,38.96,20.99,53.46
ANSURI_fem_1189,66.08,159.64,37.67,99.13,87.35,98.87,107.79,61.26,36.0,33.3,18.51,26.66,14.72,14.56,52.09,23.63,77.65,38.28,41.4,25.64,55.44
ANSURI_fem_1190,82.38,167.09,38.8,104.49,97.12,108.64,115.5,64.45,41.39,38.04,22.78,26.51,16.08,15.77,56.42,25.18,80.28,39.8,41.76,28.26,55.56
ANSURI_fem_1191,59.79,161.78,35.5,87.74,75.52,93.67,104.67,57.2,36.0,34.8,19.14,26.79,15.19,14.57,58.86,25.6,80.64,38.05,41.79,22.83,53.07
ANSURI_fem_1192,62.56,160.91,36.1,91.78,81.42,97.81,102.31,59.23,37.1,34.63,19.64,24.4,14.92,14.07,53.54,23.01,75.86,37.38,40.32,23.17,55.2
ANSURI_fem_1193,68.12,157.29,35.62,94.19,88.31,103.92,105.54,62.22,39.49,35.74,21.02,25.28,14.56,14.74,51.14,22.07,72.89,41.47,37.32,25.6,53.16
ANSURI_fem_1194,65.82,170.76,33.93,91.22,77.66,100.74,101.04,58.59,37.59,36.57,20.7,23.79,15.28,15.57,56.44,24.69,79.85,41.37,41.17,22.69,54.2
ANSURI_fem_1195,55.15,158.71,35.14,84.24,72.63,91.15,97.2,56.53,37.21,34.8,19.38,25.08,14.55,13.83,51.01,23.37,75.68,38.58,38.18,21.02,55.22
ANSURI_fem_1196,67.57,157.62,37.06,92.39,88.79,103.36,105.58,63.15,41.39,36.14,20.17,25.13,15.17,15.25,50.82,24.38,78.69,36.74,39.66,25.02,53.76
ANSURI_fem_1197,69.01,170.43,35.8,94.64,82.0,100.19,106.24,59.17,37.66,36.27,20.41,26.39,15.2,15.56,57.9,25.57,84.6,41.32,42.6,25.18,53.58
ANSURI_fem_1198,64.86,161.44,37.42,90.79,80.88,96.85,107.55,58.91,39.23,36.06,20.75,26.29,15.09,15.34,55.95,24.4,76.64,39.47,38.81,23.21,56.24
ANSURI_fem_1199,60.3,166.93,36.05,88.19,76.23,94.92,104.38,56.39,35.49,33.41,19.7,24.98,14.7,15.25,56.14,24.95,82.99,38.94,41.29,22.07,54.34
ANSURI_fem_1200,63.39,158.02,36.88,92.54,84.44,98.67,104.8,59.35,38.0,34.25,19.27,25.45,15.42,15.03,52.74,24.16,76.26,35.52,38.26,25.57,54.22
ANSURI_fem_1201,64.29,167.5,36.84,86.88,74.4,98.66,101.7,59.28,38.16,35.45,20.62,27.97,16.02,15.71,55.0,25.07,80.62,38.5,39.77,23.02,55.81
ANSURI_fem_1202,61.05,149.32,34.76,91.31,91.95,100.64,102.57,59.03,37.66,34.53,19.62,25.26,15.24,12.85,51.72,21.9,70.27,34.32,36.64,24.23,52.58
ANSURI_fem_1203,52.54,159.2,34.04,89.13,72.9,89.75,96.18,53.2,33.39,30.63,18.54,24.07,14.41,14.56,50.79,21.89,74.89,39.61,36.81,23.28,53.46
ANSURI_fem_1204,68.97,158.27,37.82,101.17,79.44,102.66,109.5,61.2,38.01,36.66,20.99,26.22,15.67,15.87,50.6,22.03,72.91,39.72,37.31,28.06,54.91
